Episode,Reward
0,-7720
1,-7582
2,-7764
3,-7629
4,-7408
5,-7688
6,-7521
7,-8602
8,-8078
9,-7467
10,-8664
11,-7784
12,-7803
13,-8089
14,-7774
15,-7554
16,-8233
17,-8508
18,-7523
19,-8191
20,-8341
21,-8506
22,-7545
23,-8569
24,-8086
25,-7584
26,-7607
27,-7783
28,-7398
29,-8059
30,-8086
31,-8359
32,-7625
33,-7618
34,-8674
35,-7624
36,-8342
37,-7699
38,-8149
39,-7477
40,-7615
41,-7394
42,-7804
43,-7395
44,-7792
45,-8036
46,-8468
47,-7331
48,-8779
49,-8170
50,-7731
51,-7362
52,-7372
53,-7386
54,-8330
55,-8268
56,-7838
57,-7575
58,-7849
59,-7606
60,-7477
61,-8028
62,-7373
63,-7540
64,-7721
65,-7923
66,-7394
67,-7855
68,-7776
69,-7856
70,-7510
71,-8632
72,-7994
73,-7981
74,-7645
75,-7666
76,-8322
77,-7890
78,-7879
79,-7950
80,-7351
81,-8422
82,-7480
83,-7965
84,-7792
85,-7669
86,-8464
87,-8128
88,-7524
89,-7618
90,-8206
91,-7418
92,-7364
93,-7983
94,-7456
95,-7393
96,-7670
97,-8149
98,-7691
99,-7992
100,-7908
101,-7373
102,-7838
103,-7815
104,-7545
105,-7849
106,-7330
107,-7761
108,-7458
109,-7960
110,-8087
111,-7721
112,-7395
113,-7616
114,-7627
115,-7692
116,-7939
117,-7708
118,-7540
119,-7446
120,-7573
121,-7519
122,-7954
123,-8226
124,-7720
125,-7784
126,-7435
127,-7931
128,-7687
129,-7456
130,-7414
131,-7918
132,-7669
133,-7687
134,-7846
135,-7687
136,-7532
137,-7856
138,-8422
139,-7708
140,-7960
141,-7828
142,-7393
143,-7743
144,-7572
145,-7626
146,-7795
147,-7943
148,-7708
149,-7900
150,-8143
151,-7383
152,-7439
153,-7488
154,-7763
155,-7692
156,-8476
157,-8110
158,-8107
159,-7786
160,-7481
161,-8296
162,-8017
163,-7395
164,-7519
165,-7372
166,-7405
167,-7666
168,-7627
169,-7624
170,-7878
171,-7406
172,-7762
173,-7730
174,-7890
175,-7615
176,-7572
177,-8338
178,-8045
179,-7888
180,-7847
181,-7534
182,-7469
183,-7689
184,-7440
185,-7709
186,-8112
187,-7396
188,-7666
189,-7448
190,-7628
191,-7855
192,-8380
193,-8149
194,-7435
195,-7797
196,-8002
197,-8017
198,-8067
199,-7603
200,-7480
201,-8047
202,-7671
203,-7435
204,-7596
205,-7449
206,-8047
207,-7918
208,-7478
209,-7616
210,-7783
211,-7729
212,-7607
213,-7876
214,-7922
215,-7523
216,-7544
217,-7544
218,-7828
219,-7876
220,-7435
221,-7888
222,-7701
223,-8044
224,-7876
225,-7645
226,-7772
227,-7635
228,-7729
229,-7603
230,-7650
231,-7858
232,-8559
233,-7834
234,-7825
235,-7531
236,-8173
237,-7876
238,-7813
239,-7351
240,-7626
241,-7395
242,-7498
243,-7939
244,-7918
245,-8296
246,-7839
247,-7754
248,-7457
249,-7868
250,-7708
251,-7491
252,-7566
253,-7813
254,-7477
255,-8383
256,-7699
257,-7855
258,-7858
259,-7414
260,-7960
261,-8048
262,-7939
263,-7848
264,-7729
265,-7467
266,-7751
267,-8107
268,-7523
269,-8059
270,-7488
271,-7574
272,-7855
273,-7341
274,-7603
275,-7754
276,-7524
277,-7879
278,-7751
279,-7994
280,-8170
281,-8485
282,-7897
283,-7554
284,-7542
285,-7603
286,-7461
287,-7753
288,-7439
289,-7666
290,-8065
291,-7666
292,-8447
293,-7656
294,-8080
295,-7960
296,-7792
297,-7582
298,-7575
299,-7971
300,-7983
301,-8142
302,-7561
303,-8268
304,-8527
305,-7627
306,-8246
307,-7576
308,-8059
309,-8068
310,-7468
311,-8049
312,-8027
313,-7626
314,-7456
315,-7615
316,-8359
317,-7889
318,-7981
319,-7478
320,-7814
321,-7764
322,-7690
323,-7561
324,-7897
325,-7670
326,-7562
327,-7776
328,-7648
329,-7666
330,-7960
331,-7860
332,-7887
333,-7584
334,-7456
335,-7981
336,-8149
337,-8080
338,-7835
339,-7624
340,-8248
341,-7845
342,-7666
343,-7876
344,-7710
345,-7624
346,-7658
347,-7912
348,-7723
349,-7606
350,-8150
351,-7583
352,-7638
353,-8003
354,-8214
355,-7729
356,-7775
357,-7519
358,-7450
359,-7960
360,-7847
361,-7564
362,-8380
363,-8023
364,-8005
365,-7635
366,-7687
367,-7797
368,-7962
369,-7667
370,-7691
371,-7806
372,-7939
373,-8248
374,-7614
375,-7899
376,-8109
377,-7813
378,-7603
379,-7540
380,-7477
381,-7952
382,-7869
383,-7762
384,-7848
385,-7891
386,-7729
387,-7878
388,-7834
389,-7981
390,-7816
391,-7932
392,-8212
393,-7771
394,-8002
395,-7918
396,-7509
397,-8002
398,-7689
399,-8128
400,-7876
401,-7624
402,-7897
403,-8275
404,-7815
405,-7918
406,-7645
407,-8152
408,-7723
409,-7963
410,-7524
411,-7638
412,-8002
413,-8149
414,-7687
415,-8226
416,-7972
417,-7981
418,-7856
419,-8385
420,-7719
421,-8120
422,-7845
423,-7603
424,-7561
425,-7930
426,-8023
427,-7834
428,-8044
429,-7834
430,-7834
431,-7792
432,-7942
433,-8317
434,-7533
435,-7540
436,-7666
437,-7498
438,-8287
439,-7855
440,-8191
441,-7646
442,-7603
443,-7752
444,-7983
445,-8070
446,-7960
447,-7689
448,-7646
449,-7908
450,-7975
451,-7953
452,-7897
453,-7994
454,-7845
455,-8217
456,-7898
457,-7996
458,-7763
459,-8233
460,-7629
461,-7636
462,-7939
463,-8100
464,-7614
465,-7782
466,-7582
467,-8268
468,-7960
469,-7750
470,-7750
471,-8317
472,-7836
473,-7807
474,-7792
475,-8002
476,-8023
477,-7855
478,-7456
479,-7880
480,-7900
481,-7897
482,-7710
483,-7771
484,-7939
485,-8128
486,-8002
487,-8321
488,-7722
489,-7708
490,-8023
491,-7972
492,-8044
493,-7719
494,-7887
495,-8025
496,-7534
497,-8025
498,-7796
499,-7729
500,-7583
501,-7897
502,-7901
503,-8238
504,-7733
505,-8107
506,-8359
507,-7897
508,-7509
509,-7960
510,-7908
511,-7897
512,-7741
513,-7961
514,-7943
515,-8023
516,-8036
517,-8128
518,-7834
519,-7847
520,-7729
521,-7750
522,-7792
523,-7700
524,-7708
525,-7939
526,-7688
527,-8309
528,-8086
529,-7813
530,-8277
531,-7971
532,-7666
533,-7878
534,-7836
535,-8128
536,-8016
537,-8002
538,-7909
539,-7825
540,-7678
541,-7458
542,-7951
543,-8289
544,-7846
545,-7981
546,-7855
547,-7603
548,-7834
549,-7965
550,-7773
551,-8213
552,-8128
553,-7541
554,-7855
555,-7729
556,-8226
557,-8110
558,-7750
559,-7792
560,-7996
561,-7837
562,-8121
563,-7920
564,-7849
565,-7910
566,-7897
567,-8212
568,-7792
569,-7650
570,-7687
571,-8141
572,-7834
573,-7772
574,-7855
575,-7943
576,-7750
577,-7877
578,-8184
579,-7981
580,-7918
581,-7544
582,-8107
583,-7922
584,-8153
585,-7743
586,-7687
587,-8101
588,-8359
589,-8036
590,-7960
591,-7837
592,-7932
593,-8002
594,-7750
595,-7918
596,-7772
597,-8128
598,-8107
599,-7792
600,-7503
601,-8016
