Episode,Reward
0,-4851
1,-5479
2,-5290
3,-5479
4,-4744
5,-5080
6,-5458
7,-5458
8,-4967
9,-4871
10,-4695
11,-5417
12,-5458
13,-5458
14,-5458
15,-4841
16,-4954
17,-5133
18,-5479
19,-5458
20,-5106
21,-5206
22,-4831
23,-4925
24,-5399
25,-5416
26,-5458
27,-5102
28,-5395
29,-5000
30,-4969
31,-5479
32,-5458
33,-4769
34,-5365
35,-4954
36,-5437
37,-5407
38,-5040
39,-4723
40,-5479
41,-5332
42,-5416
43,-4809
44,-5356
45,-4812
46,-4618
47,-5143
48,-5332
49,-5029
50,-5164
51,-5290
52,-4663
53,-4933
54,-4787
55,-5479
56,-5227
57,-5479
58,-5332
59,-5458
60,-5185
61,-5421
62,-5290
63,-5190
64,-5135
65,-5483
66,-5175
67,-4874
68,-5269
69,-5260
70,-5101
71,-5311
72,-4820
73,-5335
74,-5479
75,-5395
76,-5376
77,-5208
78,-5374
79,-5053
80,-5458
81,-5290
82,-5164
83,-5290
84,-4944
85,-5028
86,-5437
87,-5479
88,-4597
89,-4891
90,-5080
91,-5143
92,-4778
93,-5416
94,-5291
95,-4672
96,-4870
97,-4652
98,-5395
99,-5311
100,-5122
101,-4801
102,-5290
103,-4780
104,-5353
105,-4926
106,-4989
107,-5253
108,-4912
109,-4821
110,-5101
111,-4986
112,-4748
113,-5347
114,-5332
115,-5395
116,-4786
117,-4996
118,-5179
119,-5084
120,-4996
121,-4891
122,-4912
123,-5368
124,-4997
125,-5122
126,-5332
127,-5049
128,-4811
129,-4789
130,-4954
131,-5062
132,-5332
133,-5164
134,-5179
135,-5353
136,-5311
137,-4619
138,-5122
139,-4975
140,-5290
141,-4758
142,-5248
143,-5101
144,-5458
145,-4660
146,-5304
147,-5186
148,-5322
149,-5353
150,-5155
151,-4913
152,-5416
153,-5190
154,-5259
155,-5386
156,-5019
157,-5332
158,-5311
159,-5290
160,-5227
161,-4849
162,-5229
163,-5206
164,-4990
165,-5248
166,-4639
167,-5227
168,-4797
169,-5185
170,-5164
171,-5227
172,-4975
173,-4975
174,-5164
175,-5206
176,-5185
177,-4653
178,-5175
179,-5221
180,-5311
181,-4933
182,-4831
183,-5353
184,-4987
185,-4896
186,-5323
187,-5354
188,-4954
189,-4996
190,-5164
191,-5408
192,-4723
193,-4807
194,-4849
195,-5175
196,-5073
197,-5041
198,-5009
199,-4975
200,-4933
201,-5269
202,-5206
203,-4959
204,-5164
205,-5206
206,-5143
207,-4747
208,-5206
209,-5017
210,-5374
211,-4958
212,-5185
213,-4735
214,-5101
215,-5059
216,-4875
217,-5353
218,-5269
219,-5437
220,-5101
221,-4990
222,-5188
223,-5122
224,-5101
225,-5017
226,-5038
227,-5122
228,-5143
229,-5059
230,-5248
231,-5080
232,-5311
233,-5290
234,-5311
235,-5059
236,-5115
237,-5143
238,-5143
239,-4736
240,-5311
241,-4893
242,-5252
243,-4945
244,-5332
245,-5290
246,-5059
247,-4757
248,-5101
249,-5043
250,-5101
251,-4681
252,-5038
253,-5059
254,-5290
255,-5038
256,-5122
257,-4807
258,-4975
259,-4915
