Episode,Reward
0,-8078
1,-5655
2,-6056
3,-10100
4,-6965
5,-4034
6,-10100
7,-10100
8,-10100
9,-8482
10,-3730
11,-3023
12,-8785
13,-8381
14,-3023
15,-1920
16,-3225
17,-3427
18,-405
19,-7168
20,-1617
21,-203
22,-4539
23,-4034
24,-3831
25,-7576
26,-4034
27,-7067
28,-2921
29,-3831
30,-2921
31,-2019
32,-2214
33,-4135
34,-5045
35,-5550
36,-5348
37,-2012
38,100
39,-2315
40,-6359
41,-2012
42,-2214
43,-2820
44,-3023
45,-2012
46,-5247
47,-2012
48,-3326
49,-10100
50,-2012
51,-1112
52,-203
53,-4640
54,-3225
55,-3225
56,-3128
57,-2820
58,-4438
59,-405
60,-2618
61,-6056
62,-5348
63,-2719
64,-3326
65,-1112
66,-3023
67,-3225
68,-2416
69,-2214
70,-3730
71,-2315
72,-1314
73,-4640
74,-3831
75,-3932
76,-5954
77,-5045
78,-6056
79,-4034
80,-1506
81,-506
82,-1818
83,-3023
84,-4236
85,-3023
86,-5550
87,-3427
88,-3023
89,-1112
90,-3023
91,-8583
92,-7067
93,-2416
94,-1001
95,-3730
96,-3023
97,-1607
98,-5045
99,-2719
100,-3932
101,-7067
102,-6662
103,-1910
104,-506
105,-3629
106,-3023
107,-3023
108,-5550
109,-203
110,100
111,-2921
112,-3023
113,-1910
114,-3023
115,-6460
116,-4036
117,-1809
118,-6056
119,-506
120,-4640
121,-1916
122,-2416
123,-1809
124,-5045
125,-4034
126,-9088
127,-3023
128,-3629
129,-2322
130,-2012
131,-4034
132,-9089
133,-3023
134,-5045
135,-2012
136,-3836
137,100
138,-8078
139,-2315
140,-7673
141,-1
142,-3023
143,-6056
144,-3023
145,-10100
146,-2012
147,-10100
148,-6460
149,-4033
150,-1607
151,-2517
152,-4337
153,-2012
154,-809
155,-2517
156,-2113
157,-1
158,-10100
159,-1718
160,-6662
161,-203
162,-3023
163,100
164,-3635
165,-10100
166,-909
167,-8381
168,-4135
169,-2618
170,100
171,-5146
172,-4741
173,-1405
174,-1203
175,-3629
176,-2618
177,-4842
178,-5045
179,-1809
180,-10100
181,-203
182,-4135
183,-5045
184,-1809
185,-3023
186,-4034
187,-8078
188,-2214
189,-2113
190,-2214
191,-5045
192,-1809
193,-2012
194,-5045
195,-7067
196,-8078
197,-2618
198,100
199,-10100
200,-1910
201,-2618
202,-4034
203,-5449
204,-1203
205,-4236
206,-2214
207,-2020
208,-3326
209,-2820
210,-1304
211,-8078
212,-7067
213,-8077
214,-1102
215,100
216,-3629
217,-6258
218,-2012
219,-3023
220,-7168
221,-5045
222,-2113
223,-10099
224,-1209
225,-2214
226,-1910
227,-2719
228,-3427
229,-2012
230,-1313
231,-2012
232,-1211
233,-1
234,-9392
235,-4135
236,-1910
237,-3429
238,-7370
239,-2315
240,-5045
241,-6460
242,-5045
243,-5044
244,-2820
245,-6056
246,-3022
247,-2019
248,-3831
249,-1102
250,-4438
251,-2012
252,-1
253,-5146
254,-1304
255,-6359
256,-4741
257,-2012
258,-2012
259,-5045
260,-1818
261,-1102
262,-1009
263,-1102
264,-8583
265,-1910
266,-2820
267,-1910
268,-2624
269,-2618
270,-2517
271,-2315
272,-1716
273,-2517
274,-1910
275,-1304
276,-1010
277,-1010
278,-3229
279,-3433
280,-1607
281,-1203
282,-5752
283,-2820
284,-203
285,-2011
286,-3023
287,-2011
288,-2723
289,-5958
290,-1413
291,-3528
292,-4539
293,-2012
294,-1314
295,-4135
296,-6056
297,-1616
298,-7976
299,-5045
300,-1001
301,-6157
302,-2113
303,-1616
304,-1311
305,-3535
306,-1809
307,-1304
308,-1
309,-1
310,-2214
311,-1304
312,-4034
313,-2625
314,-2017
315,-4039
316,-3939
317,-4138
318,-707
319,-2222
320,-2828
321,-3231
322,100
323,-3023
324,-2214
325,-2118
326,-1910
327,-2011
328,-7067
329,-4040
330,-3023
331,-3632
332,-707
333,-1910
334,-7673
335,-2921
336,-4236
337,-1
338,-4438
339,-1405
340,-4342
341,-2621
342,-2012
343,-2517
344,-2317
345,-5044
346,-2011
347,-3331
348,-3023
349,-1607
350,-3225
351,-3124
352,-2113
353,-2517
354,-1010
355,-1809
356,-2113
357,-3124
358,-1811
359,-1809
360,-2113
361,-4034
362,-2113
363,-3326
364,-2921
365,-6055
366,-3023
367,-2921
368,-4341
369,-2113
370,-2113
371,-2012
372,-1102
373,-6561
374,-1809
375,-3330
376,-2519
377,-1612
378,-4034
379,-1809
380,-2315
381,-1809
382,-5149
383,-2011
384,-2723
385,-1817
386,-2011
387,-2012
388,-4135
389,-1405
390,-6160
391,-2011
392,-1811
393,-3730
394,-1102
395,-6361
396,-2623
397,-4034
398,-2926
399,-203
400,-2018
401,-3022
402,-203
403,-3530
404,-3329
405,-2012
406,-203
407,-4744
408,-2011
409,-2618
410,-3022
411,-2012
412,-3023
413,-1910
414,-707
415,-2113
416,-2012
417,-7774
418,-8280
419,-6056
420,-2012
421,100
422,-1514
423,-8078
424,-2012
425,-2419
426,-7067
427,-4642
428,-1
429,-2315
430,-3023
431,-1304
432,-4034
433,-4741
434,-3831
435,-203
436,-3022
437,-4741
438,-2315
439,-4640
440,100
441,-5452
442,-3326
443,-1111
444,-3023
445,-8078
446,-1304
447,-2624
448,-1809
449,-3023
450,-5045
451,-1411
452,-6056
453,-1405
454,-1
455,-2012
456,-4034
457,-1
458,-3022
459,-1607
460,-3629
461,-5045
462,-3733
463,-1
464,-1910
465,-8078
466,-2011
467,-4236
468,-1506
469,-4646
470,-2222
471,-1415
472,-2618
473,-3733
474,-3124
475,-3023
476,-4943
477,-3023
478,-2719
479,-1
480,-2521
481,-4034
482,-2012
483,-1910
484,-506
485,-5045
486,-8077
487,-3326
488,-3124
489,-1506
490,-2011
491,-2921
492,-1718
493,-6056
494,-1203
495,-3023
496,-2618
497,-1
498,-5752
499,-2319
500,-6056
501,-3023
502,-1203
503,-1304
504,-1304
505,-2011
506,-6160
507,-3124
508,-1514
509,-4236
510,-1607
511,-1607
512,-2820
513,-1607
514,-3023
515,-1102
516,-3023
517,-1
518,-1809
519,-1203
520,-4236
521,-2618
522,-5045
523,-3029
524,-1817
525,-1809
526,-1
527,-2719
528,-5550
529,-7067
530,-2020
531,-4135
532,-1
533,-5651
534,-1809
535,-3023
536,-2921
537,-1
538,-5752
539,-2012
540,-3023
541,-203
542,-203
543,-3023
544,-2012
545,-2618
546,-4034
547,-4135
548,-203
549,-4539
550,-1414
551,-1809
552,-2618
553,-5146
554,-203
555,-3124
556,-2315
557,-1304
558,-2618
559,-4842
560,-2618
561,-2214
562,-1304
563,-1111
564,-1809
565,-4034
566,-5045
567,-2618
568,-1001
569,-2921
570,-1304
571,-203
572,-3433
573,-1607
574,-1203
575,-809
576,-2113
577,-4943
578,-2019
579,-2828
580,-1
581,-2113
582,-1304
583,-6157
584,-1304
585,-1304
586,-2517
587,-3022
588,-1506
589,-506
590,-3124
591,-707
592,-1
593,-9089
594,-8987
595,-2121
596,-2517
597,-2723
598,-2012
599,-3932
600,-2214
601,-203
602,-1818
603,-1009
604,-1718
605,-2827
606,-1607
607,-5653
608,-1716
609,-1001
610,-3528
611,-1203
612,-5348
613,-1
614,-506
615,-2113
616,-1506
617,-1809
618,-2820
619,-6258
620,-1304
621,-1102
622,-4033
623,-304
624,-6056
625,-5651
626,-2820
627,-2315
628,-2121
629,-3427
630,-1
631,-1
632,-2012
633,-1
634,-8078
635,-7067
636,-3629
637,-506
638,-2012
639,-1203
640,-1506
641,-4539
642,-1405
643,-1910
644,-1607
645,-3027
646,-2828
647,-3124
648,-203
649,-4135
650,-1111
651,-2011
652,-1111
653,-6662
654,-2416
655,-1616
656,-3023
657,-2011
658,-6056
659,-3528
660,-1607
661,-1405
662,-203
663,-8684
664,-1809
665,-1
666,-1405
667,-1910
668,-203
669,-3022
670,-1607
671,-4135
672,-3629
673,-2921
674,-1102
675,-1809
676,-1304
677,-1809
678,-4236
679,-1811
680,-5045
681,-506
682,-4034
683,-606
684,-5146
685,-2517
686,-7673
687,-4034
688,-1102
689,-1001
690,-3124
691,-1809
692,-2517
693,-304
694,-3225
695,-3629
696,-5247
697,-1910
698,-2214
699,-1607
700,-2416
701,-1001
702,-1607
703,-4034
704,-4640
705,-2419
706,-4135
707,-3023
708,-707
709,-1817
710,-2214
711,-606
712,-3932
713,-304
714,-1102
715,-4640
716,-1514
717,-405
718,-2517
719,-3326
720,-2011
721,-5146
722,-5954
723,-304
724,-5146
725,-1
726,-607
727,-3023
728,-2120
729,-1708
730,-2011
731,-3129
732,-5853
733,-1405
734,-1
735,-2625
736,-1514
737,-2214
738,-1111
739,-4034
740,-2416
741,-1405
742,-4842
743,-2416
744,-3022
745,-2820
746,-3528
747,-1506
748,-2517
749,-3023
750,-1405
751,-1809
752,-3427
753,-9089
754,-2416
755,-1
756,-203
757,-1506
758,-707
759,-4034
760,-1817
761,-3025
762,-3023
763,-2416
764,-3629
765,-1506
766,-1211
767,-3629
768,-3831
769,-5452
770,-5550
771,-2921
772,-1607
773,-3124
774,-4034
775,-3831
776,-2517
777,-1910
778,-2012
779,-3023
780,-1
781,-6056
782,-1
783,-1506
784,-1809
785,-1910
786,-1102
787,-1102
788,-1110
789,-4034
790,-1414
791,-1209
792,-1203
793,-4339
794,-1203
795,-1102
796,-203
797,-2820
798,-2011
799,-1102
800,-3528
801,-2618
802,-2625
803,-2315
804,-5045
805,-2214
806,-2921
807,-2113
808,-4135
809,-2315
810,-1009
811,-4741
812,-2517
813,-2315
814,-2820
815,-2011
816,-1203
817,-3629
818,-1506
819,-3023
820,-1910
821,-1
822,-4034
823,-1910
824,-1110
825,-1809
826,-4034
827,-3124
828,-1
829,-1616
830,-1203
831,-4842
832,-4033
833,-3022
834,-2618
835,-2113
836,-1102
837,-304
838,-4034
839,-1
840,-7067
841,-4034
842,-2521
843,-3332
844,100
845,-3932
846,-2113
847,-2121
848,-2016
849,-1312
850,-3631
851,-1304
852,-3225
853,-1102
854,-1304
855,-1414
856,-2012
857,-1616
858,-2421
859,-2626
860,-4034
861,-4034
862,-5146
863,-1001
864,-4034
865,-5049
866,-2012
867,-2113
868,-1910
869,-6056
870,-1506
871,-2725
872,-2012
873,-8078
874,-5045
875,-1615
876,-203
877,-1
878,-2113
879,-1607
880,-1102
881,-1
882,-1102
883,-707
884,-1111
885,-1809
886,-2618
887,-7067
888,-5350
889,-707
890,-2416
891,-2113
892,-2018
893,-2011
894,-2012
895,-2625
896,-1615
897,-1203
898,-4337
899,-2517
900,-4539
901,-1413
902,-2323
903,-1203
904,-1910
905,-707
906,-1506
907,-2012
908,-4341
909,-2618
910,-1
911,-3022
912,-1203
913,-1
914,-2012
915,-707
916,-2011
917,-2012
918,-3225
919,-4034
920,-1102
921,-1
922,-1506
923,-2820
924,-3831
925,-2012
926,-707
927,-1102
928,-2012
929,-2113
930,-1506
931,-1809
932,-203
933,-4034
934,-1607
935,-1411
936,-3734
937,-1102
938,-3329
939,-1919
940,-1312
941,-2315
942,-1
943,-4038
944,-1607
945,-2618
946,-2012
947,-2018
948,-5449
949,-203
950,-2113
951,-2113
952,-1405
953,-1506
954,-2626
955,-203
956,-1615
957,-2921
958,-304
959,-1816
960,-3326
961,-3836
962,-2113
963,-2113
964,-1102
965,-7471
966,-3028
967,-908
968,-2315
969,-2012
970,-3023
971,-1818
972,-1111
973,-3231
974,-6460
975,-1
976,-2618
977,-4135
978,-203
979,-3432
980,-2423
981,-1809
982,-3427
983,-2011
984,-707
985,-2016
986,-2012
987,-4943
988,-1809
989,-1506
990,-4438
991,-3225
992,-1607
993,-2517
994,-1414
995,-1304
996,-304
997,-2416
998,-1818
999,-2719
1000,-2416
1001,-6662
1002,-1910
1003,-3836
1004,-2113
1005,-1000
1006,-1607
1007,-4943
1008,-4034
1009,-1607
1010,-2012
1011,-2618
1012,100
1013,-3023
1014,-1
1015,-1809
1016,-3831
1017,-707
1018,-3328
1019,-4034
1020,-1506
1021,-1203
1022,-1102
1023,-3733
1024,-4135
1025,-2011
1026,-2012
1027,-2020
1028,-3528
1029,-6662
1030,-1102
1031,-3023
1032,-2113
1033,-607
1034,-5045
1035,-1009
1036,-1211
1037,-809
1038,-1
1039,-2719
1040,-3023
1041,-203
1042,-3023
1043,100
1044,-1102
1045,-1809
1046,-3022
1047,-1102
1048,-1809
1049,-1809
1050,-1
1051,-2315
1052,-4034
1053,-1914
1054,-2011
1055,-2011
1056,-4842
1057,-908
1058,-2323
1059,-1616
1060,-2423
1061,-1111
1062,-1506
1063,-2012
1064,-6157
1065,-2012
1066,-2216
1067,-3023
1068,-1506
1069,-304
1070,-3225
1071,-4034
1072,-203
1073,-4640
1074,-4842
1075,-304
1076,-2618
1077,-1506
1078,-203
1079,-2012
1080,-1414
1081,-3022
1082,-304
1083,-2011
1084,-1212
1085,-2618
1086,-1102
1087,-1010
1088,-7572
1089,-1102
1090,-1809
1091,-2113
1092,-2618
1093,-2012
1094,-9089
1095,-4034
1096,-1919
1097,-2012
1098,-203
1099,-2820
1100,-2618
1101,-808
1102,-1607
1103,-3631
1104,-2113
1105,-1102
1106,-1506
1107,-9089
1108,-3022
1109,-1607
1110,-1809
1111,-5045
1112,-1607
1113,-1809
1114,-2618
1115,-1809
1116,-1918
1117,-1607
1118,-2119
1119,-1919
1120,-1
1121,-2118
1122,-606
1123,-1312
1124,-304
1125,-1312
1126,-4947
1127,-2012
1128,-1809
1129,-3629
1130,-1
1131,-909
1132,-1110
1133,-1310
1134,-304
1135,-2121
