Episode,Reward
1,-248
2,-133
3,-242
4,-246
5,-248
6,-248
7,-249
8,-248
9,-246
10,-245
11,-250
12,-250
13,-246
14,-248
15,-246
16,-250
17,-248
18,-249
19,-249
20,-250
21,-250
22,-249
23,-249
24,-250
25,-248
26,-246
27,-249
28,-249
29,-250
30,-250
31,-250
32,-250
33,-250
34,-246
35,-248
36,-249
37,-249
38,-248
39,-248
40,-248
41,-244
42,-249
43,-246
44,-247
45,-245
46,-242
47,-246
48,-245
49,-240
50,-250
51,-252
52,-242
53,-247
54,-241
55,-245
56,-248
57,-245
58,-250
59,-237
60,-246
61,-249
62,-236
63,-249
64,-243
65,-245
66,-240
67,-240
68,-236
69,-239
70,-242
71,-241
72,-245
73,-245
74,-247
75,-235
76,-241
77,-246
78,-250
79,-243
80,-240
81,-242
82,-246
83,-244
84,-245
85,-248
86,-240
87,-247
88,-239
89,-237
90,-242
91,-246
92,-238
93,-242
94,-252
95,-247
96,-245
97,-243
98,-253
99,-241
100,-241
101,-244
102,-245
103,-243
104,-248
105,-242
106,-255
107,-241
108,-236
109,-244
110,-244
111,-245
112,-241
113,-244
114,-241
115,-243
116,-238
117,-243
118,-243
119,-241
120,-242
121,-240
122,-242
123,-240
124,-243
125,-245
126,-237
127,-250
128,-247
129,-243
130,-242
131,-245
132,-242
133,-237
134,-249
135,-248
136,-235
137,-241
138,-239
139,-244
140,-240
141,-244
142,-248
143,-248
144,-245
145,-234
146,-244
147,-245
148,-246
149,-240
150,-254
151,-246
152,-245
153,-236
154,-244
155,-248
156,-242
157,-241
158,-242
159,-242
160,-252
161,-252
162,-241
163,-247
164,-242
165,-244
166,-236
167,-244
168,-237
169,-235
170,-232
171,-245
172,-246
173,-251
174,-238
175,-242
176,-243
177,-237
178,-237
179,-252
180,-251
181,-237
182,-241
183,-240
184,-249
185,-237
186,-248
187,-246
188,-245
189,-235
190,-242
191,-242
192,-240
193,-244
194,-250
195,-247
196,-240
197,-250
198,-242
199,-252
200,-238
201,-236
202,-247
203,-245
204,-243
205,-241
206,-250
207,-248
208,-244
209,-244
210,-250
211,-239
212,-240
213,-245
214,-241
215,-249
216,-249
217,-250
218,-241
219,-244
220,-247
221,-246
222,-252
223,-239
224,-253
225,-248
226,-240
227,-242
228,-247
229,-251
230,-244
231,-246
232,-245
233,-238
234,-249
235,-248
236,-238
237,-236
238,-240
239,-241
240,-240
241,-245
242,-246
243,-252
244,-251
245,-248
246,-249
247,-250
248,-250
249,-243
250,-248
251,-235
252,-248
253,-237
254,-249
255,-239
256,-245
257,-249
258,-247
259,-250
260,-239
261,-239
262,-244
263,-247
264,-250
265,-250
266,-242
267,-239
268,-249
269,-242
270,-250
271,-242
272,-238
273,-252
274,-238
275,-237
276,-239
277,-239
278,-247
279,-241
280,-247
281,-237
282,-252
283,-243
284,-240
285,-242
286,-237
287,-251
288,-250
289,-244
290,-240
291,-252
292,-241
293,-252
294,-240
295,-242
296,-243
297,-251
298,-242
299,-245
300,-238
301,-236
302,-243
303,-236
304,-238
305,-244
306,-242
307,-249
308,-246
309,-249
310,-247
311,-238
312,-239
313,-239
314,-234
315,-255
316,-242
317,-240
318,-245
319,-249
320,-243
321,-245
322,-245
323,-247
324,-243
